11,<b>01</b>년생 <b>12</b>월 18일생인데 민증사진,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6130105&docId=322345144&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIwLTAxLTAxfjIwMjAtMTItMzE=&enc=utf8,"<b>01</b>년생 <b>12</b>월 18일생인데 민증사진 언제까지해야하나요 안녕하세요.... 2019년 <b>12</b>월 <b>31</b>일 ▶ 접수처 : 주민등록 주소지 자치구의 모든 동주민센터... 08 시행) ※ 참고: <b>2020</b>년 2월 7일까지 가로 3cm×세로 4cm, 가로 3.5cm×세로 4.5cm 크기...","청년, 창업, 세금","청년, 창업, 세금 2020-01-01~2020-12-31",2020-01-01,2020-12-31,,
12,<b>2020</b>년 7월 <b>31</b>일까지 병원에서,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40301&docId=380856638&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIwLTAxLTAxfjIwMjAtMTItMzE=&enc=utf8,<b>2020</b>년 7월 <b>31</b>일까지 병원에서 근무하고 이후 6개월간 무급휴직 후에 퇴사 입니다. 무급휴직 후 일을 하지 않고... 그럼 <b>2020</b>년 8월부터 <b>12</b>월까지 사용한 신용카드나 그 외 비용은 어떻게 <b>세금</b> 처리를 하나요..? 남편한테 돌려야...,"청년, 창업, 세금","청년, 창업, 세금 2020-01-01~2020-12-31",2020-01-01,2020-12-31,,
13,고용보험 2019년7월 <b>12</b>월 <b>2020</b>년8월 2021년2월1일...,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60805&docId=377909120&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIwLTAxLTAxfjIwMjAtMTItMzE=&enc=utf8,실업급여가 180일인가 최소가잇는데 제가 2019년 7월 <b>12</b>월까지 그다음 6개월이비고 <b>2020</b>년 8월부터 2021년... ^^ 최종 퇴사일 <b>2020</b>. 02. <b>01</b> 2019. 07. <b>31</b> ~ 2021. 02. <b>01</b>[18개월] 현직장 <b>2020</b>년 8월부터 2021년 1월 포함 전직장은 이 18개월에...,"청년, 창업, 세금","청년, 창업, 세금 2020-01-01~2020-12-31",2020-01-01,2020-12-31,,
14,자동차<b>세금</b> <b>01</b>년식차량,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40308&docId=178223705&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIwLTAxLTAxfjIwMjAtMTItMzE=&enc=utf8,... 중고차개인거래로 <b>01</b>년식차량을사왔습니다 그런대 자동차<b>세금</b>이 1기분 2기분으로 나뉘어저있던대 저는 <b>12</b>월달... 2기분의 자동차세는 7월1일부터 <b>12</b>월 <b>31</b>일까지 사용한 자동차세를 <b>12</b>월 <b>31</b>일까지 납부하게 되어 있습니다....,"청년, 창업, 세금","청년, 창업, 세금 2020-01-01~2020-12-31",2020-01-01,2020-12-31,,
15,둘째 출산예정일 (남자아이) <b>2020</b>,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=31506&docId=373372540&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIwLTAxLTAxfjIwMjAtMTItMzE=&enc=utf8,둘째 출산예정일 (남자아이) <b>2020</b>년 <b>12</b>월 15일부터 <b>12</b>월 22일 사이입니다 부 1983년 05월 <b>31</b>일 <b>01</b>시 (양력) 모 1987년 07월 25일 19시 (양력) 첫째 2017년 <b>12</b>월 <b>31</b>일 14시 36분(양력) 첫째와 똑같은날 <b>12</b>월 22일 하려고 하는데 괜찮나요?...,"청년, 창업, 세금","청년, 창업, 세금 2020-01-01~2020-12-31",2020-01-01,2020-12-31,,
16,<b>12</b>월 <b>31</b>일까지 근무 후 퇴사 <b>세금</b>이 많이 나왓어요,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40309&docId=378678119&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIwLTAxLTAxfjIwMjAtMTItMzE=&enc=utf8,... 2018년 6월1일에 입시하여 <b>2020</b>년 <b>12</b>월 <b>31</b>일에 퇴사하고 1월에 <b>12</b>월 마지막 급여를 받았는데 월급의 반정도 <b>세금</b>으로 까였습니다. 보통 월급 세후 300정도 수령했엇는데 퇴사 후 월급 수령시 178만원정도 받았습니다. 회사에 문의하니...,"청년, 창업, 세금","청년, 창업, 세금 2020-01-01~2020-12-31",2020-01-01,2020-12-31,,
17,<b>2020</b>년 10월 출산택일 부탁드려요 :),https://kin.naver.com/qna/detail.naver?d1id=3&dirId=31501&docId=368684708&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIwLTAxLTAxfjIwMjAtMTItMzE=&enc=utf8,"... <b>2020</b>년 10월 출산택일 부탁드려요~ 성별 여아 예정일 10월<b>31</b>일 제왕절개 예정이라 병원에서 10월15일, 16일, 19일... 1983년 <b>12</b>월 <b>01</b>일 양력 태어날 아기의 오빠 생년월일 2015년 08월 <b>12</b>일 양력 또한 출산후 한국과 미국 두곳에...","청년, 창업, 세금","청년, 창업, 세금 2020-01-01~2020-12-31",2020-01-01,2020-12-31,,
18,(예: 2021-<b>01-01~</b>03-<b>31</b> 기간 동안만 근무한 직원...,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=102020101&docId=413021364&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIwLTAxLTAxfjIwMjAtMTItMzE=&enc=utf8,"... 2021-<b>01-</b>20 E <b>2020-</b>11-13 <b>2020-</b><b>12-</b>25 안녕하세요 ㅠㅠ 원하시는 결과가 맞는지 모르겠네요 ㅠㅠ... (2022,3,<b>31</b>))/ROW($A$1:$A$5),),ROW(A1)),COLUMN($A$1)),&quot;&quot;) E2셀에 입력 후, E6셀까지 채우기 핸들 내린...","청년, 창업, 세금","청년, 창업, 세금 2020-01-01~2020-12-31",2020-01-01,2020-12-31,,
19,"올해 <b>2020</b>년 <b>12</b>/29,<b>12</b>/30일 주식매도후 생기는 이득금은",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40102&docId=376822300&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIwLTAxLTAxfjIwMjAtMTItMzE=&enc=utf8,"올해 <b>2020</b>년 <b>12</b>/29,<b>12</b>/30일에 주식매도후 생기는 수익금은 올해 수익금인지 내년... 내년 수익금이면 <b>세금</b> 내야해서요. 안녕하세요. 일반적으로 국내주식은... 그러므로 국내주식일 겅우에는 29일에 매도하시면 <b>31</b>일에 수익이 발생하니...","청년, 창업, 세금","청년, 창업, 세금 2020-01-01~2020-12-31",2020-01-01,2020-12-31,,
20,<b>2020</b>년 <b>12</b>월<b>31</b>일 퇴사자 연말정산,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40311&docId=375175905&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIwLTAxLTAxfjIwMjAtMTItMzE=&enc=utf8,올해 <b>12</b>월<b>31</b>일 퇴사예정인데 연말정산시 개인으로5월에 소득신고를 해야하나요? 아니면 지금 직장에 자료를... 연말정산 공제 금액 보는 법은 결정세액에서 - 가 있으면 환급 + <b>세금</b>을 내시는 겁니다. 부양가족의 경우 배우자 자녀...,"청년, 창업, 세금","청년, 창업, 세금 2020-01-01~2020-12-31",2020-01-01,2020-12-31,,
21,<b>2020</b>/<b>12</b>/<b>31</b> 마지막 근무 연말정산하는 법,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60804&docId=381077716&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIwLTAxLTAxfjIwMjAtMTItMzE=&enc=utf8,"<b>2020</b>/<b>12</b>/<b>31</b>일 마지막 근무 하고 <b>12</b>월 월급을 2021/<b>01</b>/11일에 지급 받았습니다, 그리고 제가 실업급여를 받아야 해서... 소득세 환급금, 만기 환급금, 계산방법, 국세청, 알바, <b>세금</b>, 직장 등 환급금에 대한 문의를 많이받아봤는데, 아마도...","청년, 창업, 세금","청년, 창업, 세금 2020-01-01~2020-12-31",2020-01-01,2020-12-31,,
22,<b>청년창업</b>중소기업 <b>세금</b>감면 소득 기준,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40703&docId=482759572&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIwLTAxLTAxfjIwMjAtMTItMzE=&enc=utf8,"... 시에 <b>청년창업</b>중소기업 <b>세금</b>감면 받을 수 있을까요? 소득 기준이 없는 것으로 알고 있었는데 6천 만원까지만... 29., <b>2020</b>. <b>12</b>. 29., 2021. <b>12</b>. 28., 2024. <b>12</b>. <b>31</b>.&gt; 1. 창업중소기업의 경우: 다음 각 목의 구분에 따른 비율 가. 2025년 <b>12</b>월 <b>31</b>일...","청년, 창업, 세금","청년, 창업, 세금 2020-01-01~2020-12-31",2020-01-01,2020-12-31,,
23,<b>청년 창업</b> <b>세금</b> 면제,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40702&docId=378587226&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIwLTAxLTAxfjIwMjAtMTItMzE=&enc=utf8,프렌차이즈 음식점을 인수 하였습니다 <b>2020-01-01</b>월에 인터넷을 보니 청년. 창업 <b>세금</b> 면제 가 있더라구요 지역은... 안녕하세요 <b>청년창업</b>에 관심이 있으시군요 어떤 창업을 할 지 결정하시고 나서는 질문자님의 가게를 홍보하는...,"청년, 창업, 세금","청년, 창업, 세금 2020-01-01~2020-12-31",2020-01-01,2020-12-31,,
24,수익은 <b>2020</b>년도 몇월에 <b>세금</b>을 내는 건가요?,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40304&docId=356519855&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIwLTAxLTAxfjIwMjAtMTItMzE=&enc=utf8,<b>2020</b>년도 상반기 간이과세자 수익은 <b>2020</b>년도 몇월에 <b>세금</b>을 내는 건가요? 간이과세자의 경우 1월1일~<b>12</b>월<b>31</b>일 까지의 실적을 내년 1월25일까지부가가치세 확정신고를 하는 것입니다. 아울러 종합소득세는 1월1일~<b>12</b>월<b>31</b>일...,"청년, 창업, 세금","청년, 창업, 세금 2020-01-01~2020-12-31",2020-01-01,2020-12-31,,
25,<b>2020</b>년 8월<b>31</b>일~9월2일 남자쌍둥이 제왕절개 택일...,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=31501&docId=366165857&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIwLTAxLTAxfjIwMjAtMTItMzE=&enc=utf8,... 9월 2일 <b>12</b>시에 예약하려는데 더 좋은 시간이 있을까요? 병원에서는 8월 <b>31</b>일에서 9월 2일 사이가 가능하다고 합니다. 지역은 부산입니다. 미리 감사드립니다. ?<b>2020</b>년... ☆) 陽曆(양력) 9月 <b>01</b>日 巳時(사시)(오전09시40분부터...,"청년, 창업, 세금","청년, 창업, 세금 2020-01-01~2020-12-31",2020-01-01,2020-12-31,,
26,<b>12</b>월 <b>31</b>일 퇴사후 미취업자 연말정산,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40311&docId=379470399&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIwLTAxLTAxfjIwMjAtMTItMzE=&enc=utf8,"... 다녔고 <b>2020</b>년 7월 - <b>12</b>월<b>31</b>일까지 B 직장을 다녔습니다. (4대보험 있음)... https://www.hometax.go.kr/websquare/websquare_cdn.html?w2xPath=/ui/pp/UYRSLGNEXE.xml&amp;menuNo=<b>01</b> 이... 그러면, <b>세금</b>환급도 세무서에서 해 줍니다. 공제서류는 위와같이...","청년, 창업, 세금","청년, 창업, 세금 2020-01-01~2020-12-31",2020-01-01,2020-12-31,,
27,<b>12</b>월 30일에 지급된 임차료의 <b>세금</b>계산서 처리,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40309&docId=345774141&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIwLTAxLTAxfjIwMjAtMTItMzE=&enc=utf8,"임차료의 <b>세금</b> 처리와 관련되어 문의 드립니다. 우선 두가지로 요약이... 2019년 <b>12</b>월 30일에 입금한 임차료의 경우 국세청 자료를 보면, (<b>2020</b>년) <b>01</b>월 03일... <b>12</b>월 <b>31</b>일을 작성일로 한 자료의 경우 <b>01</b>월 03일에 발행되어 장부상에 <b>12</b>월 <b>31</b>일...","청년, 창업, 세금","청년, 창업, 세금 2020-01-01~2020-12-31",2020-01-01,2020-12-31,,
28,<b>2020</b>년도 연말정산문의,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40311&docId=410500693&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIwLTAxLTAxfjIwMjAtMTItMzE=&enc=utf8,<b>2020</b>년 <b>12</b>월<b>31</b>일까지 직장을 다니고 2021년 1월에 새직장에 입사를 했는데 전년도 연말정산을 못하고 21년 7월에... 그리고 지금 홈택스에서 <b>2020</b>년 근로소득원천징수영수증을 조회해서 추가 공제 적용으로 환급 <b>세금</b>이 있다면...,"청년, 창업, 세금","청년, 창업, 세금 2020-01-01~2020-12-31",2020-01-01,2020-12-31,,
29,2021년 <b>01</b>월 05일 <b>12</b>시 25분 출생 남아,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=31502&docId=378052462&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIwLTAxLTAxfjIwMjAtMTItMzE=&enc=utf8,... 2021년 <b>01</b>월 05일 <b>12</b>:25 李泰星 음/평: <b>2020</b>년 11월 22일 <b>12</b>:25 토 화 금 시 일 월 년 戊 癸 己 庚 토수토금 午 丑 丑 子... 41 <b>31</b> 21 11 1.<b>12</b> 이름은 사주를 정확히 알아야네요 사주 모르고선 이름은 짓는건 장님 코끼리 다리 만지는꼴 자신의몸을...,"청년, 창업, 세금","청년, 창업, 세금 2020-01-01~2020-12-31",2020-01-01,2020-12-31,,
30,<b>12</b>월<b>31</b>일 <b>세금</b>계산서발행 1월5일 개업일로...,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40306&docId=408946991&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIwLTAxLTAxfjIwMjAtMTItMzE=&enc=utf8,2022.<b>01</b>.5일로 사업자등록증 개업일로 신고했고 오늘 2021.<b>12</b>.<b>31</b>일로 전자<b>세금</b>계산서 저희가 업체에 발행을 했는데요... 2019~<b>2020</b>년 네이버 경제분야 지식인 스머프 세무사입니다. 사업자증록증에는 개업일도 나와 있지만...,"청년, 창업, 세금","청년, 창업, 세금 2020-01-01~2020-12-31",2020-01-01,2020-12-31,,
31,"<b>01</b>년생 pc방, 노래방 야간 출입",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60208&docId=341229687&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIwLTAxLTAxfjIwMjAtMTItMzE=&enc=utf8,"<b>12</b>월 <b>31</b>일날 카운트다운하고 1월1일 되면 <b>01</b>년생도 pc방 야간출입, 노래방 야간출입, 술/담배 구입, 술집 출입... 다라서 <b>01</b>년생이라면 <b>2020</b>년 1월 1일부터 가능해지게됩니다. 그런데 피방 노래방은 법률이 다르고 청소년 기준도 다릅니다....","청년, 창업, 세금","청년, 창업, 세금 2020-01-01~2020-12-31",2020-01-01,2020-12-31,,
32,<b>2020</b>년 11월 출산택일,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=31504&docId=371134500&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIwLTAxLTAxfjIwMjAtMTItMzE=&enc=utf8,"... 출산가능일 <b>2020</b>년 11월 <b>12</b>일 ~ 11월 26일 아빠(말띠) 1978년 2월 21일(음) 오전... 9시 <b>31</b>분 둘째(양띠, 남) 2015년 10월 1일(음) 오후 5시 21분 무료출산택일... 00시 30분 19초~~<b>01</b>시 30분 18초 축시; <b>01</b>시 30분 19초~~03시 30분 18초 인시; 03시...","청년, 창업, 세금","청년, 창업, 세금 2020-01-01~2020-12-31",2020-01-01,2020-12-31,,
33,<b>2020</b>년 3월마지막주 출산택일 질문드려요~,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=31504&docId=349944329&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIwLTAxLTAxfjIwMjAtMTItMzE=&enc=utf8,"... 출산 예정일: (<b>2020</b>년 4월 <b>12</b>일 ) 4. 택일 가능한 날짜: (<b>2020</b>년 3월 30일,<b>31</b>일) 5. 택일 가능한 시간: 좋은시간대 6... 00시 30분 19초~~<b>01</b>시 30분 18초 축시; <b>01</b>시 30분 19초~~03시 30분 18초 인시; 03시 30분 19초~~05시 30분 18초 묘시; 05시...","청년, 창업, 세금","청년, 창업, 세금 2020-01-01~2020-12-31",2020-01-01,2020-12-31,,
34,연말정산 <b>2020</b>년 안 나옴,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40311&docId=378597245&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIwLTAxLTAxfjIwMjAtMTItMzE=&enc=utf8,... 연말정산은 매년 1월1일부터 <b>12</b>월<b>31</b>일까지의 근로소득에 대해 <b>세금</b>을 확정하는 것입니다. 매년 <b>12</b>월말일이 지나면... 2021년 <b>01</b>월 지금 제출하는 연말정산은 <b>2020</b>년 근로소득에 대한 부분입니다. 국세청 홈택스에서 제공되는 <b>2020</b>년...,"청년, 창업, 세금","청년, 창업, 세금 2020-01-01~2020-12-31",2020-01-01,2020-12-31,,
35,<b>2020</b>년 1월 출산택일 봐주세요~,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=31504&docId=341705173&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIwLTAxLTAxfjIwMjAtMTItMzE=&enc=utf8,"... 출산예정일 : <b>2020</b>년 1월 <b>31</b>일 4. 택일가능날짜 : <b>2020</b>년 1월 15, 16, 17, 20일 5.... 부 생년월일 : 1987년<b>12</b>월6일(양) 유시 성씨 주 8. 모 생년월일... <b>2020</b>年 <b>01</b>月 15日 [] 오전없음 ⊙양력(陽曆); <b>2020</b>年 <b>01</b>月 16日 [] 오전없음 ⊙양력(陽曆)...","청년, 창업, 세금","청년, 창업, 세금 2020-01-01~2020-12-31",2020-01-01,2020-12-31,,
36,<b>01</b>년생 모집병 지원 질문,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60301&docId=342451906&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIwLTAxLTAxfjIwMjAtMTItMzE=&enc=utf8,"... 아직 <b>2020</b>년이 되지 않아서일까요?? 그리고 <b>01</b>년생이 모집병 지원하는데에 있어서 필요한 게 따로 있나요?... 받아도 <b>01</b>년생이면 지원할 수 있는데, 현재 모집병 모집기간이 끝나서 지원목록이 안 나타납니다. <b>12</b>월<b>31</b>일~내년...","청년, 창업, 세금","청년, 창업, 세금 2020-01-01~2020-12-31",2020-01-01,2020-12-31,,
37,<b>2020</b>년 연말정산 및 퇴직정산 문의,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40309&docId=371302984&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIwLTAxLTAxfjIwMjAtMTItMzE=&enc=utf8,안녕하세요 몇 가지 여쭤볼 게 있어 질문합니다 :) 제가 2019년도 9월 부터 총 3개월간 인턴을 한 뒤 <b>2020</b>년 <b>01</b>월 02일자... 이건 <b>2020</b>년 <b>12</b>월 퇴사를 하게 되도 똑같이 <b>세금</b> 감면혜택을 받을 수 있는 건가요? 질문이 길어 죄송합니다.ㅠㅠ...,"청년, 창업, 세금","청년, 창업, 세금 2020-01-01~2020-12-31",2020-01-01,2020-12-31,,
38,경자년 출산택일 문의드려요. <b>2020</b>,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=31501&docId=350643492&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIwLTAxLTAxfjIwMjAtMTItMzE=&enc=utf8,... <b>31</b> 오후 2시 <b>31</b>분 남아 둘째 양력 2017. 05.29 오후 <b>12</b>시 2분 여아 ?<b>2020</b>년 무료출산택일(제왕절개택일) 단한작명원의... ☆) 陽曆(양력) 4月 <b>01</b>日 午時(오시)(오전11시40분부터~오후13시20분까지) 6.☆) 陽曆(양력) 4月 02日 午時(오시)...,"청년, 창업, 세금","청년, 창업, 세금 2020-01-01~2020-12-31",2020-01-01,2020-12-31,,
